model,index,guid,title,inference_time_seconds,file,rouge1_precision,rouge1_recall,rouge1_f1,rouge2_precision,rouge2_recall,rouge2_f1,rougeL_precision,rougeL_recall,rougeL_f1,bertscore_precision,bertscore_recall,bertscore_f1,entity_supported,entity_total,entity_precision,number_supported,number_total,number_consistency,nli_claim_count,nli_contradiction_count,nli_hallucination_count,nli_contradiction_prob_sum,nli_entailment_prob_sum,contradiction_rate,hallucination_rate,mean_contradiction_probability,mean_entailment_probability
HKL-ViT5,12,12,,14.7617,results\vit5-base-HLK-0001\test_predictions_txt\00012_guid-12_untitled.txt,0.7281553398058253,0.6097560975609756,0.663716814159292,0.47058823529411764,0.39344262295081966,0.42857142857142855,0.47572815533980584,0.3983739837398374,0.4336283185840708,0.914396345615387,0.9172149300575256,0.9158034324645996,8,9,0.8888888888888888,1,1,1.0,4,0,3,0.011311531066894531,0.9699859619140625,0.0,0.75,0.002827882766723633,0.24249649047851562
HKL-ViT5,13,13,,16.5489,results\vit5-base-HLK-0001\test_predictions_txt\00013_guid-13_untitled.txt,0.6236559139784946,0.5225225225225225,0.5686274509803921,0.41304347826086957,0.34545454545454546,0.37623762376237624,0.45161290322580644,0.3783783783783784,0.411764705882353,0.9076097011566162,0.8989402055740356,0.9032541513442993,4,4,1.0,2,2,1.0,5,0,0,0.35809075832366943,4.55859375,0.0,0.0,0.07161815166473388,0.91171875
HKL-ViT5,14,14,,14.0018,results\vit5-base-HLK-0001\test_predictions_txt\00014_guid-14_untitled.txt,0.5769230769230769,0.6060606060606061,0.5911330049261083,0.4077669902912621,0.42857142857142855,0.417910447761194,0.36538461538461536,0.3838383838383838,0.37438423645320196,0.9133234620094299,0.9081563949584961,0.910732626914978,2,4,0.5,5,5,1.0,3,0,0,0.00033974647521972656,2.99609375,0.0,0.0,0.00011324882507324219,0.9986979166666666
HKL-ViT5,15,15,,19.7887,results\vit5-base-HLK-0001\test_predictions_txt\00015_guid-15_untitled.txt,0.5431034482758621,0.49606299212598426,0.5185185185185186,0.3652173913043478,0.3333333333333333,0.34854771784232363,0.3793103448275862,0.3464566929133858,0.36213991769547327,0.8968191146850586,0.9132651090621948,0.9049674272537231,3,3,1.0,1,1,1.0,4,0,3,0.007508277893066406,1.1059672832489014,0.0,0.75,0.0018770694732666016,0.27649182081222534
HKL-ViT5,16,16,,15.7283,results\vit5-base-HLK-0001\test_predictions_txt\00016_guid-16_untitled.txt,0.639344262295082,0.5652173913043478,0.6000000000000001,0.36363636363636365,0.32116788321167883,0.34108527131782945,0.3524590163934426,0.3115942028985507,0.33076923076923076,0.906206488609314,0.9167701005935669,0.9114576578140259,1,1,1.0,0,0,nan,6,0,2,0.0016086697578430176,3.979224920272827,0.0,0.3333333333333333,0.0002681116263071696,0.6632041533788046
HKL-ViT5,17,17,,14.5124,results\vit5-base-HLK-0001\test_predictions_txt\00017_guid-17_untitled.txt,0.6666666666666666,0.6213592233009708,0.64321608040201,0.5157894736842106,0.4803921568627451,0.49746192893401014,0.6666666666666666,0.6213592233009708,0.64321608040201,0.936185359954834,0.93492591381073,0.9355551600456238,3,4,0.75,0,0,nan,5,0,0,0.0007851123809814453,4.98193359375,0.0,0.0,0.00015702247619628907,0.99638671875
HKL-ViT5,18,18,,20.9251,results\vit5-base-HLK-0001\test_predictions_txt\00018_guid-18_untitled.txt,0.4462809917355372,0.48214285714285715,0.463519313304721,0.25833333333333336,0.27927927927927926,0.2683982683982684,0.3140495867768595,0.3392857142857143,0.32618025751072965,0.880023717880249,0.88545823097229,0.8827325701713562,1,2,0.5,1,1,1.0,5,0,2,0.04488569498062134,2.9970778226852417,0.0,0.4,0.008977138996124267,0.5994155645370484
HKL-ViT5,19,19,,20.6928,results\vit5-base-HLK-0001\test_predictions_txt\00019_guid-19_untitled.txt,0.5181818181818182,0.5089285714285714,0.5135135135135134,0.23853211009174313,0.23423423423423423,0.23636363636363636,0.2636363636363636,0.25892857142857145,0.26126126126126126,0.8963220119476318,0.8960751295089722,0.896198570728302,0,0,nan,0,0,nan,4,0,2,0.00201416015625,2.361083984375,0.0,0.5,0.0005035400390625,0.59027099609375
HKL-ViT5,20,20,,15.5308,results\vit5-base-HLK-0001\test_predictions_txt\00020_guid-20_untitled.txt,0.6063829787234043,0.4318181818181818,0.504424778761062,0.3225806451612903,0.22900763358778625,0.26785714285714285,0.425531914893617,0.30303030303030304,0.35398230088495575,0.9020776152610779,0.8886323571205139,0.8953045010566711,0,0,nan,0,0,nan,5,0,2,0.0011690258979797363,3.005580425262451,0.0,0.4,0.00023380517959594726,0.6011160850524903
HKL-ViT5,21,21,,16.9755,results\vit5-base-HLK-0001\test_predictions_txt\00021_guid-21_untitled.txt,0.6458333333333334,0.6391752577319587,0.6424870466321243,0.35789473684210527,0.3541666666666667,0.35602094240837695,0.3541666666666667,0.35051546391752575,0.3523316062176166,0.9200663566589355,0.9289182424545288,0.9244710803031921,0,0,nan,0,0,nan,5,0,1,0.001657247543334961,4.0080413818359375,0.0,0.2,0.0003314495086669922,0.8016082763671875
HKL-ViT5,22,22,,13.295,results\vit5-base-HLK-0001\test_predictions_txt\00022_guid-22_untitled.txt,0.7346938775510204,0.549618320610687,0.6288209606986901,0.5463917525773195,0.4076923076923077,0.4669603524229075,0.6224489795918368,0.46564885496183206,0.5327510917030569,0.9288215637207031,0.9221127033233643,0.9254549741744995,4,4,1.0,6,6,1.0,4,0,4,0.014490127563476562,0.07578563690185547,0.0,1.0,0.0036225318908691406,0.018946409225463867
HKL-ViT5,23,23,,11.3266,results\vit5-base-HLK-0001\test_predictions_txt\00023_guid-23_untitled.txt,0.6063829787234043,0.5089285714285714,0.5533980582524272,0.34408602150537637,0.2882882882882883,0.3137254901960784,0.3829787234042553,0.32142857142857145,0.3495145631067961,0.9085930585861206,0.9040539860725403,0.9063177704811096,5,5,1.0,0,0,nan,5,0,5,0.003298044204711914,0.23084807395935059,0.0,1.0,0.0006596088409423828,0.046169614791870116
HKL-ViT5,24,24,,12.73,results\vit5-base-HLK-0001\test_predictions_txt\00024_guid-24_untitled.txt,0.41975308641975306,0.43037974683544306,0.42500000000000004,0.225,0.23076923076923078,0.22784810126582278,0.32098765432098764,0.3291139240506329,0.32499999999999996,0.87690269947052,0.895862340927124,0.8862811326980591,3,4,0.75,3,4,0.75,7,0,0,0.009604334831237793,6.9765625,0.0,0.0,0.0013720478330339705,0.9966517857142857
HKL-ViT5,25,25,,15.0755,results\vit5-base-HLK-0001\test_predictions_txt\00025_guid-25_untitled.txt,0.64,0.48854961832061067,0.5541125541125541,0.3434343434343434,0.26153846153846155,0.29694323144104806,0.39,0.29770992366412213,0.3376623376623376,0.9170950055122375,0.9033387303352356,0.9101648926734924,0,0,nan,0,0,nan,4,0,1,0.0006783008575439453,3.398193359375,0.0,0.25,0.00016957521438598633,0.84954833984375
HKL-ViT5,26,26,,18.9249,results\vit5-base-HLK-0001\test_predictions_txt\00026_guid-26_untitled.txt,0.4789915966386555,0.3825503355704698,0.4253731343283582,0.1440677966101695,0.11486486486486487,0.12781954887218044,0.2184873949579832,0.174496644295302,0.1940298507462687,0.8761457204818726,0.8732871413230896,0.8747140765190125,5,7,0.7142857142857143,2,2,1.0,4,1,3,0.9940587282180786,1.0882434844970703,0.25,0.75,0.24851468205451965,0.2720608711242676
HKL-ViT5,27,27,,18.8637,results\vit5-base-HLK-0001\test_predictions_txt\00027_guid-27_untitled.txt,0.45454545454545453,0.423728813559322,0.4385964912280701,0.21100917431192662,0.19658119658119658,0.20353982300884954,0.21818181818181817,0.2033898305084746,0.2105263157894737,0.8814067840576172,0.8906368017196655,0.8859977722167969,0,0,nan,0,0,nan,6,0,1,0.002300083637237549,4.980091094970703,0.0,0.16666666666666666,0.0003833472728729248,0.8300151824951172
HKL-ViT5,28,28,,16.2483,results\vit5-base-HLK-0001\test_predictions_txt\00028_guid-28_untitled.txt,0.6185567010309279,0.5217391304347826,0.5660377358490566,0.34375,0.2894736842105263,0.3142857142857143,0.4845360824742268,0.40869565217391307,0.4433962264150944,0.9198636412620544,0.9154922366142273,0.9176727533340454,4,4,1.0,4,4,1.0,4,0,3,0.2995646595954895,1.0118145942687988,0.0,0.75,0.07489116489887238,0.2529536485671997
HKL-ViT5,29,29,,20.0557,results\vit5-base-HLK-0001\test_predictions_txt\00029_guid-29_untitled.txt,0.336,0.38181818181818183,0.35744680851063826,0.12096774193548387,0.13761467889908258,0.12875536480686695,0.16,0.18181818181818182,0.1702127659574468,0.8619885444641113,0.8704560995101929,0.866201639175415,2,2,1.0,0,0,nan,4,0,2,0.0018801689147949219,1.9806702136993408,0.0,0.5,0.00047004222869873047,0.4951675534248352
HKL-ViT5,30,30,,16.0092,results\vit5-base-HLK-0001\test_predictions_txt\00030_guid-30_untitled.txt,0.4725274725274725,0.2986111111111111,0.36595744680851067,0.2,0.1258741258741259,0.15450643776824036,0.27472527472527475,0.1736111111111111,0.2127659574468085,0.8811222910881042,0.8680163025856018,0.8745201826095581,0,0,nan,1,1,1.0,5,0,0,0.008769035339355469,4.9599609375,0.0,0.0,0.0017538070678710938,0.9919921875
HKL-ViT5,31,31,,16.7428,results\vit5-base-HLK-0001\test_predictions_txt\00031_guid-31_untitled.txt,0.2923076923076923,0.2620689655172414,0.2763636363636364,0.06976744186046512,0.0625,0.06593406593406592,0.15384615384615385,0.13793103448275862,0.14545454545454548,0.8485174179077148,0.8625164031982422,0.8554596900939941,4,5,0.8,2,2,1.0,4,0,1,0.0022066831588745117,2.9799118041992188,0.0,0.25,0.0005516707897186279,0.7449779510498047
HKL-ViT5,32,32,,14.9066,results\vit5-base-HLK-0001\test_predictions_txt\00032_guid-32_untitled.txt,0.4642857142857143,0.4369747899159664,0.45021645021645024,0.2882882882882883,0.2711864406779661,0.2794759825327511,0.4017857142857143,0.37815126050420167,0.3896103896103896,0.8891109824180603,0.8942215442657471,0.8916589021682739,3,4,0.75,2,2,1.0,4,0,0,0.000498354434967041,3.99462890625,0.0,0.0,0.00012458860874176025,0.9986572265625
HKL-ViT5,33,33,,14.421,results\vit5-base-HLK-0001\test_predictions_txt\00033_guid-33_untitled.txt,0.4883720930232558,0.38181818181818183,0.42857142857142855,0.2235294117647059,0.1743119266055046,0.1958762886597938,0.36046511627906974,0.2818181818181818,0.3163265306122449,0.8848675489425659,0.8811842203140259,0.8830220699310303,3,3,1.0,0,0,nan,4,2,3,1.9756118655204773,1.0101964473724365,0.5,0.75,0.4939029663801193,0.25254911184310913
HKL-ViT5,34,34,,18.4362,results\vit5-base-HLK-0001\test_predictions_txt\00034_guid-34_untitled.txt,0.6407766990291263,0.5789473684210527,0.608294930875576,0.4019607843137255,0.36283185840707965,0.3813953488372093,0.5048543689320388,0.45614035087719296,0.4792626728110599,0.9082142114639282,0.9233241081237793,0.9157068133354187,2,2,1.0,0,0,nan,5,0,2,0.002275824546813965,3.458514451980591,0.0,0.4,0.00045516490936279295,0.6917028903961182
HKL-ViT5,35,35,,14.2189,results\vit5-base-HLK-0001\test_predictions_txt\00035_guid-35_untitled.txt,0.5677966101694916,0.43506493506493504,0.4926470588235294,0.2905982905982906,0.2222222222222222,0.2518518518518519,0.2542372881355932,0.19480519480519481,0.22058823529411764,0.8883266448974609,0.886085033416748,0.8872044086456299,3,3,1.0,0,0,nan,4,0,1,0.003184795379638672,2.977996826171875,0.0,0.25,0.000796198844909668,0.7444992065429688
HKL-ViT5,36,36,,21.7411,results\vit5-base-HLK-0001\test_predictions_txt\00036_guid-36_untitled.txt,0.362962962962963,0.6712328767123288,0.47115384615384626,0.17164179104477612,0.3194444444444444,0.2233009708737864,0.2,0.3698630136986301,0.25961538461538464,0.8610796332359314,0.9058935046195984,0.8829182982444763,0,0,nan,1,1,1.0,5,0,1,0.0008214712142944336,3.627532958984375,0.0,0.2,0.00016429424285888672,0.725506591796875
HKL-ViT5,37,37,,19.2831,results\vit5-base-HLK-0001\test_predictions_txt\00037_guid-37_untitled.txt,0.496,0.5166666666666667,0.5061224489795919,0.27419354838709675,0.2857142857142857,0.27983539094650206,0.264,0.275,0.2693877551020408,0.8812710046768188,0.899718165397644,0.8903990983963013,6,6,1.0,6,6,1.0,6,0,0,0.0164678692817688,5.9658203125,0.0,0.0,0.0027446448802948,0.9943033854166666
HKL-ViT5,38,38,,16.2954,results\vit5-base-HLK-0001\test_predictions_txt\00038_guid-38_untitled.txt,0.3829787234042553,0.375,0.37894736842105264,0.20430107526881722,0.2,0.2021276595744681,0.2553191489361702,0.25,0.25263157894736843,0.8675328493118286,0.8923963904380798,0.8797889947891235,0,6,0.0,7,7,1.0,4,0,1,0.0066034793853759766,2.888702392578125,0.0,0.25,0.0016508698463439941,0.7221755981445312
HKL-ViT5,39,39,,11.5519,results\vit5-base-HLK-0001\test_predictions_txt\00039_guid-39_untitled.txt,0.7171717171717171,0.5182481751824818,0.6016949152542374,0.42857142857142855,0.3088235294117647,0.358974358974359,0.46464646464646464,0.3357664233576642,0.38983050847457623,0.9137096405029297,0.9112251996994019,0.9124656915664673,1,1,1.0,0,0,nan,5,0,1,0.0008133053779602051,3.9994659423828125,0.0,0.2,0.00016266107559204102,0.7998931884765625
HKL-ViT5,40,40,,14.1559,results\vit5-base-HLK-0001\test_predictions_txt\00040_guid-40_untitled.txt,0.5959595959595959,0.46825396825396826,0.5244444444444444,0.3469387755102041,0.272,0.304932735426009,0.41414141414141414,0.3253968253968254,0.36444444444444446,0.9012421369552612,0.9096461534500122,0.9054246544837952,1,5,0.2,4,4,1.0,4,0,0,0.0017818212509155273,3.9931640625,0.0,0.0,0.00044545531272888184,0.998291015625
HKL-ViT5,41,41,,13.3981,results\vit5-base-HLK-0001\test_predictions_txt\00041_guid-41_untitled.txt,0.5565217391304348,0.6597938144329897,0.6037735849056604,0.3508771929824561,0.4166666666666667,0.38095238095238093,0.4434782608695652,0.5257731958762887,0.4811320754716982,0.9232329726219177,0.9443410634994507,0.9336677193641663,2,2,1.0,0,0,nan,4,0,0,0.0021755099296569824,3.7294921875,0.0,0.0,0.0005438774824142456,0.932373046875
HKL-ViT5,42,42,,11.4578,results\vit5-base-HLK-0001\test_predictions_txt\00042_guid-42_untitled.txt,0.5060240963855421,0.42,0.4590163934426229,0.18292682926829268,0.15151515151515152,0.16574585635359115,0.30120481927710846,0.25,0.273224043715847,0.8821511268615723,0.8902322053909302,0.8861732482910156,1,1,1.0,1,1,1.0,5,0,0,0.00038427114486694336,4.98193359375,0.0,0.0,7.685422897338868e-05,0.99638671875
HKL-ViT5,43,43,,17.819,results\vit5-base-HLK-0001\test_predictions_txt\00043_guid-43_untitled.txt,0.7045454545454546,0.4460431654676259,0.5462555066079295,0.45977011494252873,0.2898550724637681,0.35555555555555557,0.5568181818181818,0.35251798561151076,0.4317180616740088,0.9159741401672363,0.8944994211196899,0.9051094055175781,1,1,1.0,0,0,nan,4,0,0,0.0007655620574951172,3.9912109375,0.0,0.0,0.0001913905143737793,0.997802734375
HKL-ViT5,44,44,,21.5834,results\vit5-base-HLK-0001\test_predictions_txt\00044_guid-44_untitled.txt,0.40559440559440557,0.4566929133858268,0.42962962962962964,0.18309859154929578,0.20634920634920634,0.19402985074626863,0.21678321678321677,0.2440944881889764,0.22962962962962963,0.8675042390823364,0.8906103372573853,0.8789054155349731,4,5,0.8,0,0,nan,5,0,1,0.0010266304016113281,3.998422622680664,0.0,0.2,0.00020532608032226564,0.7996845245361328
HKL-ViT5,45,45,,9.1697,results\vit5-base-HLK-0001\test_predictions_txt\00045_guid-45_untitled.txt,0.5974025974025974,0.5679012345679012,0.5822784810126583,0.40789473684210525,0.3875,0.39743589743589747,0.5324675324675324,0.5061728395061729,0.518987341772152,0.9305480718612671,0.927382230758667,0.9289624691009521,1,3,0.3333333333333333,4,4,1.0,4,0,0,0.0004964470863342285,3.99560546875,0.0,0.0,0.00012411177158355713,0.9989013671875
HKL-ViT5,46,46,,18.0487,results\vit5-base-HLK-0001\test_predictions_txt\00046_guid-46_untitled.txt,0.5555555555555556,0.45454545454545453,0.5,0.3177570093457944,0.2595419847328244,0.2857142857142857,0.32407407407407407,0.26515151515151514,0.29166666666666663,0.8936978578567505,0.8939355611801147,0.8938167095184326,3,3,1.0,1,1,1.0,4,0,0,0.0006982684135437012,3.98388671875,0.0,0.0,0.0001745671033859253,0.9959716796875
HKL-ViT5,47,47,,11.1314,results\vit5-base-HLK-0001\test_predictions_txt\00047_guid-47_untitled.txt,0.5773195876288659,0.49557522123893805,0.5333333333333332,0.3020833333333333,0.25892857142857145,0.27884615384615385,0.3711340206185567,0.3185840707964602,0.3428571428571428,0.9130620956420898,0.8988367319107056,0.9058935642242432,2,5,0.4,3,3,1.0,5,0,2,0.004499912261962891,3.000835418701172,0.0,0.4,0.0008999824523925782,0.6001670837402344
HKL-ViT5,48,48,,18.6781,results\vit5-base-HLK-0001\test_predictions_txt\00048_guid-48_untitled.txt,0.45454545454545453,0.5050505050505051,0.4784688995215311,0.26605504587155965,0.29591836734693877,0.28019323671497587,0.3090909090909091,0.3434343434343434,0.3253588516746411,0.8908518552780151,0.9029529094696045,0.8968615531921387,1,1,1.0,1,1,1.0,5,0,2,0.0017020106315612793,2.997781753540039,0.0,0.4,0.00034040212631225586,0.5995563507080078
HKL-ViT5,49,49,,17.9553,results\vit5-base-HLK-0001\test_predictions_txt\00049_guid-49_untitled.txt,0.40384615384615385,0.4375,0.42000000000000004,0.21359223300970873,0.23157894736842105,0.22222222222222224,0.20192307692307693,0.21875,0.21000000000000002,0.8692752122879028,0.8759344220161438,0.872592031955719,1,2,0.5,0,0,nan,4,0,1,0.0008423328399658203,3.36376953125,0.0,0.25,0.00021058320999145508,0.8409423828125
HKL-ViT5,50,50,,15.3032,results\vit5-base-HLK-0001\test_predictions_txt\00050_guid-50_untitled.txt,0.49137931034482757,0.6785714285714286,0.57,0.3130434782608696,0.43373493975903615,0.3636363636363637,0.3448275862068966,0.47619047619047616,0.39999999999999997,0.899861216545105,0.9300389289855957,0.9147012233734131,0,0,nan,0,0,nan,5,0,3,0.0019800662994384766,1.9885320663452148,0.0,0.6,0.0003960132598876953,0.397706413269043
HKL-ViT5,51,51,,11.6315,results\vit5-base-HLK-0001\test_predictions_txt\00051_guid-51_untitled.txt,0.5802469135802469,0.5802469135802469,0.5802469135802469,0.225,0.225,0.225,0.32098765432098764,0.32098765432098764,0.32098765432098764,0.9079003930091858,0.9054056406021118,0.9066512584686279,3,3,1.0,2,2,1.0,5,0,1,0.0008270144462585449,3.948345184326172,0.0,0.2,0.00016540288925170898,0.7896690368652344
HKL-ViT5,52,52,,16.9028,results\vit5-base-HLK-0001\test_predictions_txt\00052_guid-52_untitled.txt,0.696078431372549,0.6698113207547169,0.6826923076923077,0.49504950495049505,0.47619047619047616,0.4854368932038835,0.5882352941176471,0.5660377358490566,0.576923076923077,0.9348935484886169,0.9395824670791626,0.9372321367263794,0,0,nan,1,1,1.0,5,0,0,0.0005832910537719727,4.994140625,0.0,0.0,0.00011665821075439453,0.998828125
HKL-ViT5,53,53,,13.4964,results\vit5-base-HLK-0001\test_predictions_txt\00053_guid-53_untitled.txt,0.6336633663366337,0.5289256198347108,0.5765765765765766,0.3,0.25,0.2727272727272727,0.32673267326732675,0.2727272727272727,0.29729729729729726,0.8935329914093018,0.8853657245635986,0.889430582523346,4,4,1.0,3,3,1.0,5,0,3,0.0022498369216918945,1.6266298294067383,0.0,0.6,0.0004499673843383789,0.32532596588134766
HKL-ViT5,54,54,,18.9769,results\vit5-base-HLK-0001\test_predictions_txt\00054_guid-54_untitled.txt,0.5575221238938053,0.5338983050847458,0.5454545454545454,0.35714285714285715,0.3418803418803419,0.3493449781659389,0.30973451327433627,0.2966101694915254,0.30303030303030304,0.8975873589515686,0.9053367376327515,0.9014453291893005,2,2,1.0,3,3,1.0,4,0,1,0.026578664779663086,3.0061187744140625,0.0,0.25,0.0066446661949157715,0.7515296936035156
HKL-ViT5,55,55,,19.2621,results\vit5-base-HLK-0001\test_predictions_txt\00055_guid-55_untitled.txt,0.5480769230769231,0.4830508474576271,0.5135135135135135,0.2912621359223301,0.2564102564102564,0.2727272727272727,0.3173076923076923,0.2796610169491525,0.2972972972972973,0.8908493518829346,0.8986166715621948,0.894716203212738,2,2,1.0,3,3,1.0,4,0,3,0.00568699836730957,1.0979664325714111,0.0,0.75,0.0014217495918273926,0.2744916081428528
HKL-ViT5,56,56,,13.1419,results\vit5-base-HLK-0001\test_predictions_txt\00056_guid-56_untitled.txt,0.5247524752475248,0.5,0.5120772946859904,0.28,0.26666666666666666,0.2731707317073171,0.31683168316831684,0.3018867924528302,0.30917874396135264,0.8986408710479736,0.905713677406311,0.9021633863449097,0,0,nan,0,0,nan,4,0,1,0.0017241239547729492,2.9569530487060547,0.0,0.25,0.0004310309886932373,0.7392382621765137
HKL-ViT5,57,57,,14.7679,results\vit5-base-HLK-0001\test_predictions_txt\00057_guid-57_untitled.txt,0.49,0.6282051282051282,0.550561797752809,0.29292929292929293,0.37662337662337664,0.32954545454545453,0.35,0.44871794871794873,0.3932584269662921,0.8990942239761353,0.9264599084854126,0.912571907043457,1,1,1.0,0,0,nan,4,0,2,0.0009703636169433594,2.0148324966430664,0.0,0.5,0.00024259090423583984,0.5037081241607666
HKL-ViT5,58,58,,15.8006,results\vit5-base-HLK-0001\test_predictions_txt\00058_guid-58_untitled.txt,0.5747126436781609,0.36764705882352944,0.44843049327354256,0.32558139534883723,0.2074074074074074,0.2533936651583711,0.39080459770114945,0.25,0.304932735426009,0.9032280445098877,0.8804960250854492,0.8917171359062195,2,2,1.0,0,0,nan,4,0,4,0.0030517578125,0.022624492645263672,0.0,1.0,0.000762939453125,0.005656123161315918
